,job title,company,location,country,job_type_list,workplace,career_level,url
0,Senior Full-Stack Developer,Caveo Financial Services,6th of October Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/ug9hgmFzVhjx-Senior-Full-Stack-Developer-Caveo-Financial-Services-Giza-Egypt
1,Detergent Raw Material Sales Manager - Alexandria,Madar Group,Alexandria,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/5Pp4LN1PxB0L-Detergent-Raw-Material-Sales-Manager---Alexandria-Madar-Group-Alexandria-Egypt
2,Accountant,Confidential,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/0et2bj7R1NVd-Accountant-Cairo-Egypt
3,Access Control Management Officer,Confidential,Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/gBhZrHUEasM6-Access-Control-Management-Officer-Cairo-Egypt
4,Accountant,Crafted,Sheikh Zayed Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/yiFip9ZnqkXx-Accountant-Crafted-Giza-Egypt
5,Art Director,El Ezaby Pharmacy,Cairo,Egypt,Full Time,On-site,Senior Management,https://wuzzuf.net/jobs/p/WNXmEOjWm4pP-Art-Director-El-Ezaby-Pharmacy-Cairo-Egypt
6,Procurement Specialist,Crafted,Sheikh Zayed Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/2rspF1f9szZE-Procurement-Specialist-Crafted-Giza-Egypt
7,Production Engineer for TEXTILE FURNITURE,El Bokhary Tex,10th of Ramadan City Sharqia,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/aETWqtj91AtI-Production-Engineer-for-TEXTILE-FURNITURE-El-Bokhary-Tex-Sharqia-Egypt
8,Sales Coordinator - logistics,Eshratex,Alexandria,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/OU8SI410Ze9J-Sales-Coordinator---logistics-Eshratex-Alexandria-Egypt
9,Electrical Engineer,Eshratex,Bourj Alarab Alexandria,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/CZL3YGGDyJUS-Electrical-Engineer-Eshratex-Alexandria-Egypt
10,Mechanical Engineer,Eshratex,Bourj Alarab Alexandria,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/frdf4wqXcQFi-Mechanical-Engineer-Eshratex-Alexandria-Egypt
11,Marketing Specialist,"The Micro, Small & Medium Enterprise Development Agency",Dokki Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/sUlKzvO65P6J-Marketing-Specialist-The-Micro-Small-Medium-Enterprise-Development-Agency-Giza-Egypt
12,Operation role in hospitality,Xurustays,Heliopolis Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/vT8VuXEroFhC-Operation-role-in-hospitality-Xurustays-Cairo-Egypt
13,Sales Administrator,Champions Stationary,Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/sPfw7fzBhEii-Sales-Administrator-Champions-Stationary-Cairo-Egypt
14,Data Entry – Product Submission,Dora Management Solutions,Sheraton Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/pLqUOgLplrNu-Data-Entry-%E2%80%93-Product-Submission-Dora-Management-Solutions-Cairo-Egypt
15,System Platform Engineer,Confidential,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/zKZG1rMlDZId-System-Platform-Engineer-Cairo-Egypt
16,Account Developer (Marsa Alam) (Outdoor-B2B-HORECA),Fine Hygienic Holding,South Sinai,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/4pJu62ix3JeU-Account-Developer-Marsa-Alam-Outdoor-B2B-HORECA-Fine-Hygienic-Holding-South-Sinai-Egypt
17,Sales Coordinator,Tredco,10th of Ramadan City Sharqia,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/hcQPJDpC7DLw-Sales-Coordinator-Tredco-Sharqia-Egypt
18,Business Analyst,GCSSD,Heliopolis Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/NuE2nN0IkjNU-Business-Analyst-GCSSD-Cairo-Egypt
19,QC Supervisor - Raw material,AUG Pharma,6th of October Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/2PSumfilEVdK-QC-Supervisor---Raw-material-AUG-Pharma-Giza-Egypt
20,Senior HSE Specialist,Eagle Chemicals,6th of October Giza,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/FVx1SHanqqWz-Senior-HSE-Specialist-Eagle-Chemicals-Giza-Egypt
21,SEO Content Writer,virksam,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/emImdXXO4z0D-SEO-Content-Writer-virksam-Cairo-Egypt
22,VOIS - UK account - International Account Advisor - Cairo,_VOIS Egypt,Cairo,Egypt,Full Time,Hybrid,Entry Level,https://wuzzuf.net/jobs/p/yVksmelyqFNW-VOIS---UK-account---International-Account-Advisor---Cairo-VOIS-Egypt-Cairo-Egypt
23,HSE Officer - Manufacturing,EGIC,Beni Suef Beni Suef,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/XtO9OFhYHpfo-HSE-Officer---Manufacturing-EGIC-Beni-Suef-Egypt
24,Electrical Maintenance Engineer - Benisuef,EGIC,Beni Suef Beni Suef,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/D2Zu2FArbjmI-Electrical-Maintenance-Engineer---Benisuef-EGIC-Beni-Suef-Egypt
25,Accountant Receivable In Travel Agent,Cairo Transport & Touring,Downtown Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/2aTMJCplC36U-Accountant-Receivable-In-Travel-Agent-Cairo-Transport-Touring-Cairo-Egypt
26,Senior Data Engineer,Nahdet Misr Publishing Group,Mohandessin Giza,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/2nVc88dNu3aw-Senior-Data-Engineer-Nahdet-Misr-Publishing-Group-Giza-Egypt
27,SMB Account (Business Account) fluent English speakers Etisalat UAE,Etisalat Egypt,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/HeL1DNiPwRWh-SMB-Account-Business-Account-fluent-English-speakers-Etisalat-UAE-Etisalat-Egypt-Cairo-Egypt
28,MAUI Cross-Platform Mobile Apps Developer,Compu master,Maadi Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/qsgPBA0941Z5-MAUI-Cross-Platform-Mobile-Apps-Developer-Compu-master-Cairo-Egypt
29,Product Reviewer / TV Presenter,Alarabia Group,10th of Ramadan City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/F1VGBeWjHJ2o-Product-Reviewer-TV-Presenter-Alarabia-Group-Cairo-Egypt
30,Recruitment Coordinator.,Danat Travels,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/iiarl1wngN22-Recruitment-Coordinator-Danat-Travels-Cairo-Egypt
31,Sales Engineer - Assiut,Jazeera Paints,Assuit Assiut,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/K5ZPMfD9PudV-Sales-Engineer---Assiut-Jazeera-Paints-Assiut-Egypt
32,Real Estate Senior Sales Executive - Primary/ Resale,New Castle,New Cairo Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/IR8ZwXn6WljX-Real-Estate-Senior-Sales-Executive---Primary-Resale-New-Castle-Cairo-Egypt
33,Senior Mechanical Engineer,Talaat Moustafa Group,Rehab City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/I9VbQPOhzuDh-Senior-Mechanical-Engineer-Talaat-Moustafa-Group-Cairo-Egypt
34,Sales Engineer - Damietta,Jazeera Paints,Damietta Damietta,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/9ymA1prqXUdd-Sales-Engineer---Damietta-Jazeera-Paints-Damietta-Egypt
35,Senior ERPNext Developer,SURE International Technology,Cairo,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/lXaEMDLfNr8l-Senior-ERPNext-Developer-SURE-International-Technology-Cairo-Egypt
36,Sales Engineer - Upper Egypt,Jazeera Paints,Luxor Luxor,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/MSuCjbV40ivi-Sales-Engineer---Upper-Egypt-Jazeera-Paints-Luxor-Egypt
37,B2b Sales,OTO Courses,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/7BnMTjbYaNAo-B2b-Sales-OTO-Courses-Cairo-Egypt
38,Showroom Sales Representatives (Mall elarab - 6th of October),Confidential,6th of October Giza,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/kw8PkPm7qYrD-Showroom-Sales-Representatives-Mall-elarab---6th-of-October-Giza-Egypt
39,Project Coordinator (Construction),Everest for Urban Developments,New Cairo Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/NyReSPLQc6oN-Project-Coordinator-Construction-Everest-for-Urban-Developments-Cairo-Egypt
40,Administrative Secretary,Compact Soft,Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/f8K2q7yIAe47-Administrative-Secretary-Compact-Soft-Cairo-Egypt
41,Sales Manager,Dovvo,6th of October Giza,Egypt,Full Time,Hybrid,Senior Management,https://wuzzuf.net/jobs/p/SQ4tvVv3A3qM-Sales-Manager-Dovvo-Giza-Egypt
42,Estimation Engineer – Mechanical System,Confidential,New Nozha Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/RjqKZDhKcxMA-Estimation-Engineer-%E2%80%93-Mechanical-System-Cairo-Egypt
43,Design Engineer – Mechanical System,Confidential,New Nozha Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/8Vvic3MRlYu4-Design-Engineer-%E2%80%93-Mechanical-System-Cairo-Egypt
44,HR & Admin Coordinator,Prosoft Information Systems,Smart Village Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/msv4uzprq2R3-HR-Admin-Coordinator-Prosoft-Information-Systems-Giza-Egypt
45,Collection Specialist,Digitec,New Cairo Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/v1fMLXg73w5y-Collection-Specialist-Digitec-Cairo-Egypt
46,Senior Service Desk Engineer,ICONIC IT CONSULTING SERVICES,Cairo,Egypt,Full Time,Remote,Experienced,https://wuzzuf.net/jobs/p/qSSOsC2xlyX9-Senior-Service-Desk-Engineer-ICONIC-IT-CONSULTING-SERVICES-Cairo-Egypt
47,Application Deployment and Release Management Engineer,ICONIC IT CONSULTING SERVICES,Cairo,Egypt,Full Time,Remote,Experienced,https://wuzzuf.net/jobs/p/f9XPim4SClhk-Application-Deployment-and-Release-Management-Engineer-ICONIC-IT-CONSULTING-SERVICES-Cairo-Egypt
48,Customer Service agent - Gharbia,Al Ahly Momkn for e-payment,Zefta Gharbia,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/OJkL3oOj45Xg-Customer-Service-agent---Gharbia-Al-Ahly-Momkn-for-e-payment-Gharbia-Egypt
49,Tele sales Representative (English Fixed Morning Account),Etisalat Egypt,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/0W5Vpki8c42R-Tele-sales-Representative-English-Fixed-Morning-Account-Etisalat-Egypt-Cairo-Egypt
50,CEO Personal Assistant,poli tech,Agouza Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/HXnNJfpp01a6-CEO-Personal-Assistant-poli-tech-Giza-Egypt
51,Sales Specialist,Gila Electric,Downtown Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/PfXPkSfnCCNs-Sales-Specialist-Gila-Electric-Cairo-Egypt
52,Executive Assistant,Almadani,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/Hd0faQEtJcgJ-Executive-Assistant-Almadani-Cairo-Egypt
53,Validation specialist,AUG Pharma,6th of October Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/DphOA1gPHzmy-Validation-specialist-AUG-Pharma-Giza-Egypt
54,Sales Person,Dracode,Cairo,Egypt,Internship,Remote,Student,https://wuzzuf.net/internship/khovtvi4m5de-Sales-Person-Dracode-Cairo-Egypt
55,Property Advisor / Consultant,Iris,New Cairo Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/uzXeqgccB1gC-Property-Advisor-Consultant-Iris-Cairo-Egypt
56,Product Manager,poli tech,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/UuefrEUL0Tk9-Product-Manager-poli-tech-Cairo-Egypt
57,Sales Administrative Assistant,Confidential,Sheikh Zayed Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/Tm6IodPGqcF2-Sales-Administrative-Assistant-Giza-Egypt
58,Management Consultant,Confidential,Cairo,Egypt,Full Time,On-site,Senior Management,https://wuzzuf.net/jobs/p/a7AaGzqpsBTC-Management-Consultant-Cairo-Egypt
59,Customer Service Advisor,Intouch CX,Maadi Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/L37x5pHTzPIE-Customer-Service-Advisor-Intouch-CX-Cairo-Egypt
60,Social Media Specialist,Sam3ny Events & Media production,Shorouk City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/UxZG94VGRcq7-Social-Media-Specialist-Sam3ny-Events-Media-production-Cairo-Egypt
61,Public Relations Executive,Sam3ny Events & Media production,Shorouk City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/gnRhHxTRpYvX-Public-Relations-Executive-Sam3ny-Events-Media-production-Cairo-Egypt
62,Senior Civil Quality Control Eng.,Rowad Modern Engineering,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/vXAnWkCs3yfz-Senior-Civil-Quality-Control-Eng-Rowad-Modern-Engineering-Cairo-Egypt
63,Tax Accountant,Nagy Elshahawy office,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/8hlB96V4OW6c-Tax-Accountant-Nagy-Elshahawy-office-Cairo-Egypt
64,Accountant,Nour Eldin Elsherif for Trading vehicles,Smouha Alexandria,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/FtWhQXivofl1-Accountant-Nour-Eldin-Elsherif-for-Trading-vehicles-Alexandria-Egypt
65,Merchandising Manager,Confidential,6th of October Giza,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/sxc1xvqoaa5C-Merchandising-Manager-Giza-Egypt
66,Cloud operations Team Lead,El Delta Electronic Systems,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/7OHrkWjNMsY3-Cloud-operations-Team-Lead-El-Delta-Electronic-Systems-Cairo-Egypt
67,Information Security Team Leader,El Delta Electronic Systems,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/JiCHnaQKIkAT-Information-Security-Team-Leader-El-Delta-Electronic-Systems-Cairo-Egypt
68,Architect,Confidential,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/AORqxx1CZlNH-Architect-Cairo-Egypt
69,Ads Manager,Hikal Marketing Management,New Cairo Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/9NTUoSieazhV-Ads-Manager-Hikal-Marketing-Management-Cairo-Egypt
70,R&D Formulation Specialist,Semak,Dokki Giza,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/7HOQFEQxdOTS-RD-Formulation-Specialist-Semak-Giza-Egypt
71,Assistant Manager,Confidential,Heliopolis Cairo,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/3B1Xvxe1rOxG-Assistant-Manager-Cairo-Egypt
72,Call Center Agent|B1+ & B2 English Speakers |Etisalat UAE|Excellent English speakers,Etisalat Egypt,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/nIzwFGp1ofz4-Call-Center-AgentB1-B2-English-Speakers-Etisalat-UAEExcellent-English-speakers-Etisalat-Egypt-Cairo-Egypt
73,Service Network Planner,LG Electronics,Katameya Cairo,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/pdEqedfvpabu-Service-Network-Planner-LG-Electronics-Cairo-Egypt
74,Medical Sales Representative,SEDRA DENT,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/XIl5nq74VinQ-Medical-Sales-Representative-SEDRA-DENT-Cairo-Egypt
75,Secretary,Nagy Elshahawy office,Heliopolis Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/K7dkC24XL9E7-Secretary-Nagy-Elshahawy-office-Cairo-Egypt
76,Business Development Engineer,GlassRock Insulation Co.,Maadi Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/gzYbkINBmwFh-Business-Development-Engineer-GlassRock-Insulation-Co-Cairo-Egypt
77,Customer Service Specialist (B2B),Etisalat Egypt,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/5mh0jUznfrzI-Customer-Service-Specialist-B2B-Etisalat-Egypt-Cairo-Egypt
78,Customer Service/ Tele Sales - Vodafone Ireland,_VOIS Egypt,Cairo,Egypt,Full Time,Hybrid,Entry Level,https://wuzzuf.net/jobs/p/oaz9TrXmEv8J-Customer-Service-Tele-Sales---Vodafone-Ireland-VOIS-Egypt-Cairo-Egypt
79,Communication Officer,Brooke Hospital for Animals Egypt,Sayeda Zeinab Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/3G9RmTQr3hx4-Communication-Officer-Brooke-Hospital-for-Animals-Egypt-Cairo-Egypt
80,Customer service representative (Excellent English speakers) Etisalat UAE,Etisalat Egypt,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/blb8PYkIbNPN-Customer-service-representative-Excellent-English-speakers-Etisalat-UAE-Etisalat-Egypt-Cairo-Egypt
81,General Accountant,MINISO LIFE,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/WdAn0bfBgtP0-General-Accountant-MINISO-LIFE-Cairo-Egypt
82,Head of Administrative Affairs Department,Harvest Foods,6th of October Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/RolxE8f4HwiJ-Head-of-Administrative-Affairs-Department-Harvest-Foods-Giza-Egypt
83,Senior IT Sales Account Manager,SOC,Dokki Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/kn9EVFbPHuPL-Senior-IT-Sales-Account-Manager-SOC-Giza-Egypt
84,Translation Vendor Manager / Coordinator,Locxpress,Haram Giza,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/Q4HEwMubtr7u-Translation-Vendor-Manager-Coordinator-Locxpress-Giza-Egypt
85,3d Furniture Modeler,Lana Architecture & Inteiror Design Office,Garden City Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/jkf7V0VvGGmX-3d-Furniture-Modeler-Lana-Architecture-Inteiror-Design-Office-Cairo-Egypt
86,Utilities Section Head,Sphinx Glass,Alsadat City Monufya,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/577i7kp9Bl2T-Utilities-Section-Head-Sphinx-Glass-Monufya-Egypt
87,Inventory Controller,Johnson Controls,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/m8xq2y9IAWyN-Inventory-Controller-Johnson-Controls-Cairo-Egypt
88,HR Personnel & Payroll Specialist (Time Keeping),Confidential,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/SnlWvNDWw7jX-HR-Personnel-Payroll-Specialist-Time-Keeping-Cairo-Egypt
89,Business Development Specialist,Locxpress,Haram Giza,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/29AGWDFD7PUN-Business-Development-Specialist-Locxpress-Giza-Egypt
90,Motion Graphic Designer & Video Editor - Real Estate,Value Development,New Cairo Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/f0OZyEjDGkzW-Motion-Graphic-Designer-Video-Editor---Real-Estate-Value-Development-Cairo-Egypt
91,Design Architect,Burger King,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/4odzsqVRxUwT-Design-Architect-Burger-King-Cairo-Egypt
92,Mechanical Engineer,GPI Projects,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/Va7xCS45vbzo-Mechanical-Engineer-GPI-Projects-Cairo-Egypt
93,Admin Assistant Sales Manager ( Sap User ),Vision Cosmetics,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/DDFBwf5TzXM6-Admin-Assistant-Sales-Manager-Sap-User-Vision-Cosmetics-Cairo-Egypt
94,Business Development Representative,A-SALES,Cairo,Egypt,Full Time,Remote,Experienced,https://wuzzuf.net/jobs/p/rCSgTvVPI4Hs-Business-Development-Representative-A-SALES-Cairo-Egypt
95,Logistics & Scaffolding Manager,Square Engineering Firm,New Cairo Cairo,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/fLa6sUZkbzdA-Logistics-Scaffolding-Manager-Square-Engineering-Firm-Cairo-Egypt
96,Sales Support Engineer,ICON Holding,Helwan Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/SS6UQPmT1JY2-Sales-Support-Engineer-ICON-Holding-Cairo-Egypt
97,Purchasing Agent,Confidential,Mokattam Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/ihXhXQCY2WdB-Purchasing-Agent-Cairo-Egypt
98,Senior Accountant For Real State,SAK Developments,New Cairo Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/yltu3fKGY3Go-Senior-Accountant-For-Real-State-SAK-Developments-Cairo-Egypt
99,Receptionist For Real state,SAK Developments,New Cairo Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/YpUZ36YTD1uA-Receptionist-For-Real-state-SAK-Developments-Cairo-Egypt
100,Accounting Manager,Ready Pack Technology,Obour City Cairo,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/JJGuLXFDGGqQ-Accounting-Manager-Ready-Pack-Technology-Cairo-Egypt
101,Student Recruitment Advisor,Global Academic Foundation Hosting University of Hertfordshire UH,New Capital Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/jqu5i5MMvp6V-Student-Recruitment-Advisor-Global-Academic-Foundation-Hosting-University-of-Hertfordshire-UH-Cairo-Egypt
102,Project Officer - Alexandria,icealex,Azarita Alexandria,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/1KTdTAkl4rE6-Project-Officer---Alexandria-icealex-Alexandria-Egypt
103,Housekeeping Supervisor,Al Marasem Group,New Cairo Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/iUlSgbP4lD3D-Housekeeping-Supervisor-Al-Marasem-Group-Cairo-Egypt
104,Content Creator Specialist,WellGrow Training and Consulting,Maadi Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/UqSxqvA5to2p-Content-Creator-Specialist-WellGrow-Training-and-Consulting-Cairo-Egypt
105,Senior Odoo Developer,Beyond Insurance Brokerage,Maadi Cairo,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/PCpwMrE4OZsK-Senior-Odoo-Developer-Beyond-Insurance-Brokerage-Cairo-Egypt
106,Customer Service Coordinator,EISAS,Alexandria,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/SrpITY07HnRI-Customer-Service-Coordinator-EISAS-Alexandria-Egypt
107,Branch Sales Manager (Retail & Key Account) -Dairy Products,Investment Company For Dairy Products,Ambrozow Alexandria,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/wfyhbeJTwq78-Branch-Sales-Manager-Retail-Key-Account--Dairy-Products-Investment-Company-For-Dairy-Products-Alexandria-Egypt
108,Documentation and Invoicing Coordinator,EISAS,Alexandria,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/EjHjW4w5qmoe-Documentation-and-Invoicing-Coordinator-EISAS-Alexandria-Egypt
109,Community Pharmacists at Alex & Delta areas,Hefny Pharma Group,Alexandria,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/gxeq9Cax92Vc-Community-Pharmacists-at-Alex-Delta-areas-Hefny-Pharma-Group-Alexandria-Egypt
110,Sales Manager,Dracode,Zaytoun Cairo,Egypt,Full Time,Remote,Manager,https://wuzzuf.net/jobs/p/IPxcroMsCmLV-Sales-Manager-Dracode-Cairo-Egypt
111,Graphic Designer,WellGrow Training and Consulting,Maadi Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/T4E4WBl0yMKC-Graphic-Designer-WellGrow-Training-and-Consulting-Cairo-Egypt
112,Billing and collections specialist,Confidential,Dokki Giza,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/pstnlq5FTEfD-Billing-and-collections-specialist-Giza-Egypt
113,Sales Representative,International Food & Consumable Goods - Egypt S.A.E,6th of October Giza,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/KO5jfprVP15h-Sales-Representative-International-Food-Consumable-Goods---Egypt-S-A-E-Giza-Egypt
114,Key Account officer(Sales outdoor/Non Medical) /Mansoura,dkt Egypt,Mansoura Dakahlia,Egypt,Full Time,Remote,Senior Management,https://wuzzuf.net/jobs/p/LYA5HtU2tZxu-Key-Account-officerSales-outdoorNon-Medical-Mansoura-dkt-Egypt-Dakahlia-Egypt
115,Key Account Officer (Sales outdoor)-Giza,dkt Egypt,Dokki Giza,Egypt,Full Time,Remote,Senior Management,https://wuzzuf.net/jobs/p/akXc2ywGEYRk-Key-Account-Officer-Sales-outdoor-Giza-dkt-Egypt-Giza-Egypt
116,Key Account Officer (Sales outdoor)-UE Qena,dkt Egypt,Qena Qena,Egypt,Full Time,Remote,Senior Management,https://wuzzuf.net/jobs/p/hFGGQgd3wWWn-Key-Account-Officer-Sales-outdoor-UE-Qena-dkt-Egypt-Qena-Egypt
117,Key Account officer NON Medical - UE ( Asuite),dkt Egypt,Assuit Assiut,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/PfWAcdwTDx3l-Key-Account-officer-NON-Medical---UE-Asuite-dkt-Egypt-Assiut-Egypt
118,Key Account Officer (Sales outdoor)- Minya-Benisuief,dkt Egypt,Menia Minya,Egypt,Full Time,Remote,Senior Management,https://wuzzuf.net/jobs/p/5agulXwSrU2V-Key-Account-Officer-Sales-outdoor--Minya-Benisuief-dkt-Egypt-Minya-Egypt
119,Digital Marketing (Magento),acwme,Downtown Cairo,Egypt,Full Time,Remote,Experienced,https://wuzzuf.net/jobs/p/eSn5R2XkJ7WC-Digital-Marketing-Magento-acwme-Cairo-Egypt
120,Accountant,acwme,Downtown Cairo,Egypt,Full Time,Remote,Experienced,https://wuzzuf.net/jobs/p/IOtB7WcuJ91R-Accountant-acwme-Cairo-Egypt
